Timestamp,Topic,ID,Region,Pressure,Radiation,Temperature,Humidity
"2025-07-17 16:42:37.726","formatted/realtime/South/2","2","South","1027.54","1390.98","289.70","60.51"
"2025-07-17 16:42:39.88","formatted/realtime/North/1","1","North","1011.54","902.36","297.49","39.53"
"2025-07-17 16:42:42.162","formatted/realtime/South/2","2","South","991.20","838.26","288.00","34.76"
"2025-07-17 16:42:42.631","formatted/realtime/North/1","1","North","967.84","764.12","303.18","63.43"
"2025-07-17 16:42:45.132","formatted/realtime/South/2","2","South","1000.70","440.64","268.38","86.49"
"2025-07-17 16:42:47.368","formatted/realtime/North/1","1","North","1046.40","207.44","255.68","43.68"
"2025-07-17 16:42:48.386","formatted/realtime/South/2","2","South","982.77","525.12","313.06","85.19"
"2025-07-17 16:42:50.597","formatted/realtime/South/2","2","South","988.10","636.31","255.48","66.90"
"2025-07-17 16:42:50.752","formatted/realtime/North/1","1","North","1019.90","816.91","309.20","19.61"
"2025-07-17 16:42:53.274","formatted/realtime/South/2","2","South","954.60","653.20","300.49","91.70"
"2025-07-17 16:42:55.367","formatted/realtime/North/1","1","North","990.64","237.59","277.51","63.68"
"2025-07-17 16:42:56.099","formatted/realtime/South/2","2","South","955.27","856.15","311.30","97.92"
"2025-07-17 16:42:59.179","formatted/realtime/South/2","2","South","1017.33","65.60","319.35","92.17"
"2025-07-17 16:42:59.335","formatted/realtime/North/1","1","North","1006.44","1376.60","315.47","85.70"
"2025-07-17 16:43:02.116","formatted/realtime/South/2","2","South","1000.94","17.85","300.98","85.96"
"2025-07-17 16:43:02.593","formatted/realtime/North/1","1","North","958.13","659.81","284.49","77.72"
"2025-07-17 16:43:06.005","formatted/realtime/South/2","2","South","974.79","667.07","291.89","59.91"
"2025-07-17 16:43:06.975","formatted/realtime/North/1","1","North","973.64","1256.68","308.26","10.11"
"2025-07-17 16:43:08.287","formatted/realtime/South/2","2","South","1032.82","157.49","315.62","42.55"
"2025-07-17 16:43:11.765","formatted/realtime/North/1","1","North","962.98","1065.30","289.23","89.49"
"2025-07-17 16:43:12.139","formatted/realtime/South/2","2","South","971.81","1207.12","281.95","54.78"
"2025-07-17 16:43:15.056","formatted/realtime/North/1","1","North","1026.74","565.84","322.49","54.04"
"2025-07-17 16:43:16.814","formatted/realtime/South/2","2","South","975.89","1089.86","274.29","97.00"
"2025-07-17 16:43:17.617","formatted/realtime/North/1","1","North","950.79","430.59","303.11","30.35"
"2025-07-17 16:43:20.837","formatted/realtime/South/2","2","South","967.35","1041.29","307.00","79.45"
"2025-07-17 16:43:21.812","formatted/realtime/North/1","1","North","984.69","1322.71","266.55","24.53"
"2025-07-17 16:43:25.044","formatted/realtime/South/2","2","South","1021.30","225.42","317.13","58.68"
"2025-07-17 16:43:25.682","formatted/realtime/North/1","1","North","960.71","407.08","254.49","20.67"
"2025-07-17 16:43:28.974","formatted/realtime/South/2","2","South","1004.47","891.24","268.06","71.32"
"2025-07-17 16:43:29.158","formatted/realtime/North/1","1","North","1043.25","64.32","281.58","2.33"
"2025-07-17 16:43:33.677","formatted/realtime/South/2","2","South","961.69","138.46","322.98","66.23"
"2025-07-17 16:43:34.004","formatted/realtime/North/1","1","North","1019.33","94.82","317.73","19.42"
"2025-07-17 16:43:36.963","formatted/realtime/North/1","1","North","960.09","413.65","258.70","99.18"
"2025-07-17 16:43:38.523","formatted/realtime/South/2","2","South","1013.70","1272.03","316.69","41.76"
"2025-07-17 16:43:39.429","formatted/realtime/North/1","1","North","1049.23","115.69","310.73","79.23"
"2025-07-17 16:43:41.951","formatted/realtime/North/1","1","North","986.78","1090.05","269.04","15.74"
"2025-07-17 16:43:42.806","formatted/realtime/South/2","2","South","1011.78","873.00","304.24","43.03"
"2025-07-17 16:43:46.042","formatted/realtime/North/1","1","North","1031.37","329.52","269.20","95.79"
"2025-07-17 16:43:47.313","formatted/realtime/South/2","2","South","964.36","922.12","271.04","55.13"
"2025-07-17 16:43:48.779","formatted/realtime/North/1","1","North","964.11","437.86","293.73","77.78"
"2025-07-17 16:43:51.821","formatted/realtime/South/2","2","South","1022.28","440.26","257.06","64.02"
"2025-07-17 16:43:53.36","formatted/realtime/North/1","1","North","1009.01","937.22","316.17","49.60"
"2025-07-17 16:43:55.855","formatted/realtime/North/1","1","North","1049.95","922.39","306.03","33.89"
"2025-07-17 16:43:56.561","formatted/realtime/South/2","2","South","968.27","1123.61","282.76","76.48"
"2025-07-17 16:43:59.342","formatted/realtime/North/1","1","North","1035.40","314.35","266.73","93.87"
"2025-07-17 16:44:00.035","formatted/realtime/South/2","2","South","1044.73","1059.44","267.92","59.55"
"2025-07-17 16:44:02.595","formatted/realtime/South/2","2","South","1008.35","1028.89","297.10","59.92"
"2025-07-17 16:44:03.16","formatted/realtime/North/1","1","North","1048.68","1208.45","269.52","88.65"
"2025-07-17 16:44:07.416","formatted/realtime/South/2","2","South","963.18","312.66","263.17","33.94"
"2025-07-17 16:44:08.146","formatted/realtime/North/1","1","North","968.62","1020.15","286.86","14.37"
"2025-07-17 16:44:10.187","formatted/realtime/South/2","2","South","981.03","824.09","299.19","17.59"
"2025-07-17 16:44:12.553","formatted/realtime/North/1","1","North","1005.77","822.30","261.05","72.18"
"2025-07-17 16:44:14.986","formatted/realtime/South/2","2","South","1042.29","154.66","263.03","56.98"
"2025-07-17 16:44:15.432","formatted/realtime/North/1","1","North","1010.61","670.76","316.70","93.46"
"2025-07-17 16:44:17.872","formatted/realtime/South/2","2","South","972.83","1295.20","318.75","41.51"
"2025-07-17 16:44:18.728","formatted/realtime/North/1","1","North","1024.55","1351.38","271.64","94.34"
"2025-07-17 16:44:21.246","formatted/realtime/North/1","1","North","998.93","746.00","294.24","73.68"
"2025-07-17 16:44:22.147","formatted/realtime/South/2","2","South","975.66","141.69","284.66","7.10"
"2025-07-17 16:44:24.432","formatted/realtime/South/2","2","South","1038.47","1347.61","309.27","99.93"
"2025-07-17 16:44:25.604","formatted/realtime/North/1","1","North","1007.80","1282.21","266.56","66.24"
"2025-07-17 16:44:28.853","formatted/realtime/South/2","2","South","989.60","559.97","310.29","51.35"
"2025-07-17 16:44:29.609","formatted/realtime/North/1","1","North","976.64","995.50","262.64","78.30"
"2025-07-17 16:44:33.703","formatted/realtime/South/2","2","South","1023.15","856.32","257.27","82.26"
"2025-07-17 16:44:34.416","formatted/realtime/North/1","1","North","1008.07","141.98","317.96","45.78"
"2025-07-17 16:44:36.535","formatted/realtime/North/1","1","North","1007.31","1219.57","304.96","24.99"
"2025-07-17 16:44:38.494","formatted/realtime/South/2","2","South","989.48","1355.74","253.85","43.70"
"2025-07-17 16:44:39.128","formatted/realtime/North/1","1","North","1048.15","1280.55","291.80","55.52"
"2025-07-17 16:44:40.624","formatted/realtime/South/2","2","South","1049.70","1350.51","316.14","5.21"
"2025-07-17 16:44:41.485","formatted/realtime/North/1","1","North","1027.82","1057.79","306.59","69.48"
"2025-07-17 16:44:42.932","formatted/realtime/South/2","2","South","988.81","617.90","269.32","38.66"
"2025-07-17 16:44:44.291","formatted/realtime/North/1","1","North","971.62","433.19","254.10","75.17"
"2025-07-17 16:44:46.913","formatted/realtime/South/2","2","South","1003.98","554.84","320.60","90.68"
"2025-07-17 16:44:47.489","formatted/realtime/North/1","1","North","963.35","643.17","292.42","60.10"
"2025-07-17 16:44:50.023","formatted/realtime/South/2","2","South","1042.30","1217.68","291.16","12.49"
"2025-07-17 16:44:51.477","formatted/realtime/North/1","1","North","1039.38","277.22","268.68","41.22"
"2025-07-17 16:44:52.864","formatted/realtime/South/2","2","South","985.28","1294.58","307.54","46.76"
"2025-07-17 16:44:53.605","formatted/realtime/North/1","1","North","1010.59","856.85","299.57","8.34"
"2025-07-17 16:44:57.031","formatted/realtime/South/2","2","South","999.63","678.13","288.53","62.57"
"2025-07-17 16:44:57.145","formatted/realtime/North/1","1","North","990.40","905.12","257.24","91.86"
"2025-07-17 16:45:01.389","formatted/realtime/South/2","2","South","1048.08","1126.39","267.86","86.40"
"2025-07-17 16:45:01.835","formatted/realtime/North/1","1","North","1010.55","104.12","310.22","39.36"
"2025-07-17 16:45:04.094","formatted/realtime/North/1","1","North","985.49","1318.22","305.12","12.44"
"2025-07-17 16:45:05.31","formatted/realtime/South/2","2","South","957.45","1068.01","286.37","45.58"
"2025-07-17 16:45:07.857","formatted/realtime/South/2","2","South","981.81","67.59","278.98","89.52"
"2025-07-17 16:45:08.396","formatted/realtime/North/1","1","North","1024.91","1221.69","301.33","52.08"
"2025-07-17 16:45:12.293","formatted/realtime/South/2","2","South","954.58","1309.16","294.59","42.72"
"2025-07-17 16:45:13.169","formatted/realtime/North/1","1","North","1043.20","202.20","291.86","94.74"
"2025-07-17 16:45:16.057","formatted/realtime/South/2","2","South","1030.33","1296.32","310.00","36.93"
"2025-07-17 16:45:16.808","formatted/realtime/North/1","1","North","987.30","1310.45","297.30","85.41"
"2025-07-17 16:45:18.204","formatted/realtime/South/2","2","South","994.00","1285.99","256.16","18.85"
"2025-07-17 16:45:20.064","formatted/realtime/North/1","1","North","1044.37","1162.98","310.64","64.70"
"2025-07-17 16:45:21.187","formatted/realtime/South/2","2","South","966.97","728.84","274.98","86.09"
"2025-07-17 16:45:23.623","formatted/realtime/North/1","1","North","965.57","1084.33","264.89","9.95"
"2025-07-17 16:45:24.525","formatted/realtime/South/2","2","South","1017.91","999.55","294.31","35.26"
"2025-07-17 16:45:26.362","formatted/realtime/North/1","1","North","1028.49","605.57","298.50","88.71"
"2025-07-17 16:45:27.746","formatted/realtime/South/2","2","South","1046.39","667.85","271.38","89.77"
"2025-07-17 16:45:29.218","formatted/realtime/North/1","1","North","989.90","830.87","297.00","17.03"
"2025-07-17 16:45:32.437","formatted/realtime/South/2","2","South","994.68","997.98","313.48","54.66"
"2025-07-17 16:45:33.134","formatted/realtime/North/1","1","North","961.74","849.37","253.46","95.79"
"2025-07-17 16:45:36.056","formatted/realtime/South/2","2","South","1019.51","1095.71","287.81","36.54"
"2025-07-17 16:45:38.115","formatted/realtime/North/1","1","North","980.65","682.55","306.86","91.70"
"2025-07-17 16:45:38.504","formatted/realtime/South/2","2","South","953.98","828.55","256.53","34.25"
"2025-07-17 16:45:41.124","formatted/realtime/South/2","2","South","954.13","906.83","308.13","40.39"
"2025-07-17 16:45:41.356","formatted/realtime/North/1","1","North","969.38","60.12","295.93","35.50"
"2025-07-17 16:45:44.375","formatted/realtime/South/2","2","South","1008.23","288.27","305.84","53.32"
"2025-07-17 16:45:45.436","formatted/realtime/North/1","1","North","954.34","1131.57","317.50","15.85"
"2025-07-17 16:45:48.264","formatted/realtime/South/2","2","South","1034.35","1021.06","284.13","64.79"
"2025-07-17 16:45:48.76","formatted/realtime/North/1","1","North","969.73","255.27","280.59","66.86"
"2025-07-17 16:45:52.165","formatted/realtime/North/1","1","North","979.71","324.45","288.21","13.89"
"2025-07-17 16:45:52.546","formatted/realtime/South/2","2","South","1006.81","515.49","264.30","60.86"
"2025-07-17 16:45:54.547","formatted/realtime/North/1","1","North","1030.39","405.30","257.97","88.71"
"2025-07-17 16:45:56.387","formatted/realtime/South/2","2","South","998.78","1130.90","280.79","59.39"
"2025-07-17 16:45:57.289","formatted/realtime/North/1","1","North","1034.35","988.67","288.79","91.50"
"2025-07-17 16:46:00.162","formatted/realtime/North/1","1","North","1009.00","89.19","281.15","47.50"
"2025-07-17 16:46:00.422","formatted/realtime/South/2","2","South","1032.64","1131.17","311.92","70.26"
"2025-07-17 16:46:03.416","formatted/realtime/South/2","2","South","1011.99","63.44","322.12","42.83"
"2025-07-17 16:46:04.003","formatted/realtime/North/1","1","North","980.67","355.30","292.62","31.27"
"2025-07-17 16:46:06.12","formatted/realtime/South/2","2","South","1031.80","1199.69","262.12","27.79"
"2025-07-17 16:46:07.738","formatted/realtime/North/1","1","North","966.07","86.72","303.88","57.24"
"2025-07-17 16:46:09.596","formatted/realtime/South/2","2","South","993.42","421.00","304.55","23.82"
"2025-07-17 16:46:10.004","formatted/realtime/North/1","1","North","983.92","9.71","304.66","23.20"
"2025-07-17 16:46:11.78","formatted/realtime/South/2","2","South","991.96","918.06","300.18","37.79"
"2025-07-17 16:46:14.456","formatted/realtime/North/1","1","North","1013.52","174.86","277.12","12.30"
"2025-07-17 16:46:15.839","formatted/realtime/South/2","2","South","977.25","241.72","284.54","79.40"
"2025-07-17 16:46:17.717","formatted/realtime/North/1","1","North","1012.00","350.43","279.80","46.69"
"2025-07-17 16:46:19.208","formatted/realtime/South/2","2","South","989.41","438.24","293.65","5.75"
"2025-07-17 16:46:21.23","formatted/realtime/North/1","1","North","986.04","1312.60","266.82","21.18"
"2025-07-17 16:46:22.476","formatted/realtime/South/2","2","South","993.94","338.16","288.15","25.54"
"2025-07-17 16:46:24.962","formatted/realtime/South/2","2","South","979.39","791.55","306.25","11.49"
"2025-07-17 16:46:26.124","formatted/realtime/North/1","1","North","962.25","172.83","253.24","4.55"
"2025-07-17 16:46:28.217","formatted/realtime/South/2","2","South","967.70","809.50","256.86","44.45"
"2025-07-17 16:46:30.085","formatted/realtime/North/1","1","North","1023.45","217.31","280.35","38.00"
"2025-07-17 16:46:31.32","formatted/realtime/South/2","2","South","1025.25","325.39","290.46","72.52"
"2025-07-17 16:46:33.14","formatted/realtime/North/1","1","North","1046.02","367.16","263.97","37.55"
"2025-07-17 16:46:35.838","formatted/realtime/South/2","2","South","975.32","470.02","289.30","70.89"
"2025-07-17 16:46:37.391","formatted/realtime/North/1","1","North","1003.47","699.02","290.01","40.68"
"2025-07-17 16:46:38.934","formatted/realtime/South/2","2","South","1030.45","1094.80","271.50","13.38"
"2025-07-17 16:46:39.67","formatted/realtime/North/1","1","North","1019.81","1026.75","262.12","83.99"
"2025-07-17 16:46:43.641","formatted/realtime/South/2","2","South","1026.56","44.73","255.73","97.74"
"2025-07-17 16:46:44.444","formatted/realtime/North/1","1","North","992.12","624.19","293.43","31.10"
"2025-07-17 16:46:47.404","formatted/realtime/South/2","2","South","951.95","1084.61","315.58","56.23"
"2025-07-17 16:46:47.953","formatted/realtime/North/1","1","North","1004.06","634.97","281.70","1.28"
"2025-07-17 16:46:50.118","formatted/realtime/South/2","2","South","1025.10","192.42","320.77","11.51"
"2025-07-17 16:46:50.65","formatted/realtime/North/1","1","North","1044.91","675.73","276.22","65.42"
"2025-07-17 16:46:54.181","formatted/realtime/South/2","2","South","1015.12","506.45","287.49","64.94"
"2025-07-17 16:46:54.581","formatted/realtime/North/1","1","North","973.57","558.28","307.68","62.34"
"2025-07-17 16:46:57.003","formatted/realtime/South/2","2","South","1016.65","887.39","260.61","78.69"
"2025-07-17 16:46:58.625","formatted/realtime/North/1","1","North","974.69","780.09","298.12","40.22"
"2025-07-17 16:46:59.579","formatted/realtime/South/2","2","South","984.26","517.82","280.71","24.15"
"2025-07-17 16:47:03.362","formatted/realtime/North/1","1","North","956.76","266.29","298.06","16.82"
"2025-07-17 16:47:04.619","formatted/realtime/South/2","2","South","1042.74","25.39","310.03","15.37"
"2025-07-17 16:47:05.832","formatted/realtime/North/1","1","North","1030.43","627.52","300.74","74.06"
"2025-07-17 16:47:08.827","formatted/realtime/North/1","1","North","966.45","684.71","299.67","3.02"
"2025-07-17 16:47:09.045","formatted/realtime/South/2","2","South","994.39","355.12","265.44","5.62"
"2025-07-17 16:47:11.549","formatted/realtime/South/2","2","South","1015.63","1179.15","305.53","46.68"
"2025-07-17 16:47:13.873","formatted/realtime/North/1","1","North","1023.21","351.15","305.59","19.63"
"2025-07-17 16:47:15.473","formatted/realtime/South/2","2","South","993.59","235.51","275.35","44.44"
"2025-07-17 16:47:17.647","formatted/realtime/North/1","1","North","1021.56","1309.67","303.83","90.81"
"2025-07-17 16:47:18.863","formatted/realtime/South/2","2","South","1002.68","128.10","296.33","74.46"
"2025-07-17 16:47:20.981","formatted/realtime/North/1","1","North","984.30","973.23","294.06","67.06"
"2025-07-17 16:47:22.398","formatted/realtime/South/2","2","South","985.47","1118.52","298.26","85.02"
"2025-07-17 16:47:25.135","formatted/realtime/North/1","1","North","1037.23","55.27","293.81","6.50"
"2025-07-17 16:47:26.471","formatted/realtime/South/2","2","South","1003.37","1266.86","255.94","14.25"
"2025-07-17 16:47:28.641","formatted/realtime/North/1","1","North","1027.02","1350.06","299.48","82.79"
"2025-07-17 16:47:31.449","formatted/realtime/South/2","2","South","963.97","1060.25","298.72","8.42"
"2025-07-17 16:47:32.575","formatted/realtime/North/1","1","North","999.21","332.31","313.77","71.04"
"2025-07-17 16:47:35.668","formatted/realtime/South/2","2","South","967.78","1220.42","293.40","63.82"
"2025-07-17 16:47:37.563","formatted/realtime/North/1","1","North","1041.47","657.04","321.00","58.83"
"2025-07-17 16:47:38.083","formatted/realtime/South/2","2","South","1035.04","1324.37","312.57","92.63"
"2025-07-17 16:47:40.107","formatted/realtime/North/1","1","North","1009.62","1323.96","254.61","60.85"
"2025-07-17 16:47:42.468","formatted/realtime/South/2","2","South","1048.85","1278.30","276.18","19.11"
"2025-07-17 16:47:44.297","formatted/realtime/North/1","1","North","989.13","879.62","315.84","39.23"
"2025-07-17 16:47:45.935","formatted/realtime/South/2","2","South","984.50","282.48","313.49","38.67"
"2025-07-17 16:47:47.77","formatted/realtime/North/1","1","North","972.77","557.06","304.28","79.63"
"2025-07-17 16:47:49.206","formatted/realtime/South/2","2","South","950.54","1371.38","272.77","92.41"
"2025-07-17 16:47:50.463","formatted/realtime/North/1","1","North","963.48","786.88","291.48","88.01"
"2025-07-17 16:47:52.386","formatted/realtime/South/2","2","South","952.46","629.66","298.37","47.48"
"2025-07-17 16:47:54.409","formatted/realtime/North/1","1","North","977.22","995.19","288.27","72.66"
"2025-07-17 16:47:55.714","formatted/realtime/South/2","2","South","1007.98","510.32","271.64","40.92"
"2025-07-17 16:47:58.214","formatted/realtime/South/2","2","South","979.50","1044.68","287.31","85.72"
"2025-07-17 16:47:58.252","formatted/realtime/North/1","1","North","996.40","956.57","254.20","45.85"
"2025-07-17 16:48:01.837","formatted/realtime/South/2","2","South","1017.14","658.01","319.68","86.62"
"2025-07-17 16:48:02.64","formatted/realtime/North/1","1","North","1035.18","1049.05","257.64","24.25"
"2025-07-17 16:48:05.924","formatted/realtime/South/2","2","South","995.70","492.41","304.15","44.18"
"2025-07-17 16:48:06.802","formatted/realtime/North/1","1","North","1044.19","1117.57","274.92","96.42"
"2025-07-17 16:48:08.374","formatted/realtime/South/2","2","South","959.47","280.84","289.14","92.71"
"2025-07-17 16:48:10.742","formatted/realtime/North/1","1","North","1000.24","936.36","271.01","9.23"
"2025-07-17 16:48:12.522","formatted/realtime/South/2","2","South","995.92","93.82","295.83","93.90"
"2025-07-17 16:48:13.638","formatted/realtime/North/1","1","North","1048.51","1203.86","314.33","25.11"
"2025-07-17 16:48:15.545","formatted/realtime/South/2","2","South","1025.87","797.23","280.60","1.42"
"2025-07-17 16:48:16.658","formatted/realtime/North/1","1","North","998.34","164.74","266.59","66.95"
"2025-07-17 16:48:19.611","formatted/realtime/South/2","2","South","1000.63","331.74","292.04","32.80"
"2025-07-17 16:48:20.971","formatted/realtime/North/1","1","North","950.48","1178.20","298.41","43.06"
"2025-07-17 16:48:22.902","formatted/realtime/South/2","2","South","1010.03","1378.80","271.88","38.67"
"2025-07-17 16:48:25.296","formatted/realtime/North/1","1","North","1002.45","727.01","278.61","3.37"
"2025-07-17 16:48:26.87","formatted/realtime/South/2","2","South","967.35","635.96","277.61","71.85"
"2025-07-17 16:48:28.175","formatted/realtime/North/1","1","North","952.73","391.52","313.51","35.45"
"2025-07-17 16:48:30.118","formatted/realtime/South/2","2","South","1033.39","1082.62","322.16","81.98"
"2025-07-17 16:48:32.068","formatted/realtime/North/1","1","North","1039.95","568.48","271.30","63.01"
"2025-07-17 16:48:32.487","formatted/realtime/South/2","2","South","970.03","1346.79","291.89","70.80"
"2025-07-17 16:48:36.628","formatted/realtime/North/1","1","North","1021.83","192.56","294.84","81.68"
"2025-07-17 16:48:37.37","formatted/realtime/South/2","2","South","964.15","437.62","289.47","95.74"
"2025-07-17 16:48:40.346","formatted/realtime/North/1","1","North","1026.20","183.14","270.56","28.36"
"2025-07-17 16:48:41.457","formatted/realtime/South/2","2","South","996.97","1073.29","268.60","61.73"
"2025-07-17 16:48:45.212","formatted/realtime/North/1","1","North","958.09","355.54","264.82","3.42"
"2025-07-17 16:48:46.081","formatted/realtime/South/2","2","South","991.31","536.88","276.74","82.90"
"2025-07-17 16:48:49.082","formatted/realtime/North/1","1","North","951.04","1374.79","287.84","70.65"
"2025-07-17 16:48:50.765","formatted/realtime/South/2","2","South","987.53","718.23","299.68","7.42"
"2025-07-17 16:48:52.308","formatted/realtime/North/1","1","North","1015.54","868.29","295.84","65.80"
"2025-07-17 16:48:54.329","formatted/realtime/South/2","2","South","967.65","1293.45","308.96","27.57"
"2025-07-17 16:48:54.575","formatted/realtime/North/1","1","North","960.82","1206.17","321.76","92.64"
